imageName,original_glrlm_LongRunHighGrayLevelEmphasis,wavelet2-LLH_firstorder_Energy,wavelet2-LHL_glszm_ZonePercentage,wavelet-LLH_glrlm_LowGrayLevelRunEmphasis,log-sigma-2-0-mm-3D_firstorder_Maximum,original_glszm_GrayLevelNonUniformity,original_glcm_MCC,wavelet2-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,original_shape_Maximum2DDiameterColumn,original_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet2-LLL_glrlm_LongRunHighGrayLevelEmphasis,wavelet2-LLH_firstorder_Range,wavelet-HLL_glrlm_GrayLevelVariance,wavelet2-HHH_firstorder_Skewness,original_glszm_SizeZoneNonUniformity,wavelet2-LHH_glszm_ZonePercentage,wavelet-LHH_glszm_HighGrayLevelZoneEmphasis,wavelet2-LLL_gldm_DependenceEntropy,original_glrlm_HighGrayLevelRunEmphasis,wavelet2-LLL_glcm_JointEntropy,wavelet2-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,original_ngtdm_Busyness,wavelet2-LLL_glcm_Correlation,wavelet2-LHH_glszm_HighGrayLevelZoneEmphasis,wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHL_firstorder_Uniformity,wavelet2-HHH_gldm_DependenceEntropy,original_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_ngtdm_Complexity,wavelet2-LLL_glcm_MCC,wavelet2-HHL_glszm_ZonePercentage,original_glrlm_GrayLevelNonUniformityNormalized,wavelet-HLH_glcm_Id,wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,wavelet2-HLL_glrlm_HighGrayLevelRunEmphasis,wavelet-HHL_glszm_GrayLevelNonUniformity,original_gldm_LowGrayLevelEmphasis,wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis
9001658469,1182.523989755293,3846.99757849269,0.0008211766979035,0.6351117295990986,0.9952597618103028,6.25,0.819832478544474,2496.0287894889384,72.49827584156743,2487.010965124143,1216.3841019526335,3.2499117654445504,0.2499057118212292,-0.2229218958126402,1.25,0.000386436093131,2.833333333333333,2.2543456298392064,3.715028901081204,0.3434069557954137,178.26134753485977,77.37647058823529,121.8543254511101,0.827347356471497,2.375,0.5001885763575415,0.564567419966812,4.783524465917937,0.0005963044786909,0.3114756331473106,0.8273473564714534,0.000386436093131,0.828555779486025,0.8566790467051871,0.6313338600606767,2.45072864791246,6.538461538461538,0.2819896628345087,0.3858506946138838
9002701901,105.42350717957946,96.5499516486782,0.0029538461538461,0.6481057368005586,0.2027895152568817,5.0,1.0,583.3586461538462,41.23105625617661,583.3586461538462,105.42350717957946,1.4831128251476855,0.2489388412582626,0.2094966049176339,2.2,0.001476923076923,2.909090909090909,2.8375093169871435,1.0,-3.2034265038149176e-16,156.0387076923077,44.92592592592592,0.0,1.0,3.0,0.5021223174834746,0.5089821235502958,4.689028685933604,0.0028698303064959,0.4201397966974121,1.0,0.0019692307692307,1.0,0.806709461898778,0.6492513741763946,2.392301025559457,5.8,1.0,0.5113636449441586
9001622668,182.87930625043523,337.32266830059564,0.0043541364296081,0.6604422007000503,0.2021848559379577,14.125,0.3497439163294469,2099.916303821964,23.600847442411894,2088.5679729075955,188.6458881008077,2.568538542434543,0.2486281039201008,-0.079783001578802,7.375,0.0019351717464925,2.8,3.4754473310459453,3.7079969238407577,0.166575832096621,229.00229801644892,22.08333333333333,5.935492888447754,0.4576008859731424,1.75,0.5027437921597983,0.5009269772256874,4.785487289542688,0.0069020369229416,0.4864538304942873,0.4576008859728344,0.0033865505563618,0.824686420023506,0.7763367199273985,0.6517550076244997,2.3620367095488395,1.6666666666666667,0.2666908563134978,5.602409392897889e-07
9001907549,269.0862085588308,81.46901066464739,0.0007714003326663,0.6295515943602598,0.1233173161745071,2.0,1.0,635.3085601330665,65.76473218982953,635.3085601330665,269.0862085588308,0.8231198236585577,0.2498637897163775,-0.4262003597738102,1.0,0.0006508690306872,2.7586206896551726,2.110093374597445,1.0,-3.2034265038149176e-16,160.44547163898466,53.14035087719298,0.0,1.0,2.555555555555556,0.500272420567245,0.6146817403353695,4.861950527989459,0.0019753903941662,0.2434714238958193,1.0,0.0008919316346455,1.0,0.8949600727757843,0.6335070786824191,2.4305574544106614,15.0,1.0,0.324048913457575
9001594945,649.9746287416527,336.3689502020547,0.0015042117930204,0.6736677131230078,0.4436827301979065,1.6666666666666667,0.1400336166633768,619.5705976734857,31.622776601683796,2474.335138387485,165.40081988416784,2.234722273710382,0.2486341404491282,-0.4493501455087265,1.0,0.0015042117930204,2.333333333333333,2.3101574809104823,3.983158001847468,-3.2034265038149176e-16,208.37169073405536,48.04,1.219333587440951,1.0,1.4,0.5027317191017436,0.5008452266426218,4.613891120576399,0.0006197022978062,0.4524503753534413,1.0,0.0015042117930204,0.9888376308909012,0.7978147343997838,0.6523623187116285,2.3685038861342997,1.6666666666666667,0.2504512635379061,0.2589285790750575
9001622786,2155.160672481317,3149.50642508304,0.001163163805551,0.6483258812443502,0.3093416094779968,3.4,0.0219953095109907,2646.73220158832,77.02596964660685,2646.6383663564898,2156.8672747672067,3.3081412726484976,0.2486535212317093,-0.2376862333031417,2.2,0.0003409273223167,2.2127659574468086,1.6391911942871604,3.99736453694947,0.0001395928759757,166.72762915129152,150.05194805194805,0.7186442068494244,0.3076886271362182,2.0588235294117645,0.5026929575365814,0.6030556691933489,4.680759277190845,0.0004789724111167,0.2672498152295763,3.680554812059059e-06,0.0004311727899887,0.99824463753798,0.880618266627584,0.6523856511712531,2.406098755335206,17.941176470588236,0.2500376022781967,0.2519841270524182
S05687482,508.517394824846,542.2645147699811,0.0006096928185969,0.638527246732067,0.2447190135717392,1.0,1.0,662.9605126608551,73.08214556237385,662.9605126608551,508.517394824846,1.542601079032207,0.2496879495868052,-1.2019352951452071,1.0,0.0007264425072644,2.1333333333333333,1.6402754168785807,1.0,-3.2034265038149176e-16,165.01037775010377,269.2562277580071,0.0,1.0,1.8571428571428568,0.5006241008263894,0.6232291271012251,4.640419279546705,0.001807585131446,0.2563019120237628,1.0,0.0007134703196347,1.0,0.8869190149844063,0.6372936918957516,2.444318265616079,22.714285714285715,1.0,0.4859040952205021
9002022028,491.6445701622845,438.4901021473366,0.000375380407824,0.6200213434751016,0.1117666363716125,1.0,1.0,658.6661795658994,64.07807737440318,658.6661795658994,491.6445701622845,1.3124995755133142,0.2499507428770144,-1.860759132699392,1.0,0.0002279095333217,2.3846153846153846,1.6534388058435003,1.0,-3.2034265038149176e-16,156.74438940354736,128.01538461538462,0.0,1.0,1.7058823529411764,0.5000985142459711,0.6812118302200585,4.650718918389464,0.0017927268492167,0.2000342239737157,1.0,0.0002949417490045,1.0,0.9100817556208424,0.6266776042031551,2.459724992413437,9.0,1.0,0.3950071919625004
9001247631,546.2396664630999,2230.399861056788,0.0007841215388385,0.6300479916880142,0.3926487863063812,16.4,0.0186342748146709,2382.7390835579517,81.83520025025906,2382.102156334232,547.7550466274602,4.065686940199405,0.2499386116701803,-0.4760461023616977,14.6,0.0012741975006125,2.7142857142857144,2.690486732982377,3.986450561216129,0.002419413353681,165.4909948542024,186.25510204081635,2.775655118350449,0.0153046863566741,2.269230769230769,0.5001227766596392,0.533707047576937,4.860146844768113,0.0009924595281414,0.3523544060829932,0.0154483282180541,0.0015927468757657,0.9910097367923836,0.8389305835066619,0.630272131265263,2.4201041875387665,21.761904761904763,0.250385934819897,0.3853431374021516
9001681452,1548.278742880767,1531.2552299637364,0.0006483226535996,0.6383457958951412,1.5005104541778564,37.41860465116279,0.6651347838413859,2588.192657369016,78.24321056807422,2585.321960045232,1571.237000635265,3.171987466751306,0.2496474449811101,-0.4161358157253568,21.55813953488372,0.000542781756502,2.571428571428572,1.8902113932114288,3.917370702930936,0.0543375220550355,182.252691292876,263.0669144981413,26.16928560853881,0.7012182280495062,2.333333333333333,0.5007051100377797,0.5004633275503029,4.40735943463401,0.0009848656037557,0.5071869871896039,0.7012182280446759,0.000542781756502,0.946478697316347,0.7542418451228202,0.6388027327356686,2.4423349099428817,16.29032258064516,0.2535846211835658,0.4362160012037281
S08242489,87.53756848353095,81.67892992749162,0.0019736842105263,0.6372001962087952,0.0611430928111076,1.0,1.0,566.7657894736842,30.14962686336267,566.7657894736842,87.53756848353095,1.597876097020161,0.2496726571222401,-0.8285343388037985,1.0,0.0010964912280701,2.5,2.8652980606620964,1.0,-3.2034265038149176e-16,142.28486842105264,2.6,0.0,1.0,3.4,0.5006546857555196,0.517950138504155,4.729979101636962,0.0024316327972495,0.3934361077446137,1.0,0.0008771929824561,1.0,0.8202950209614328,0.6384212518498769,2.4165422026763546,3.571428571428572,1.0,0.2555556214174121
S05295219,60.43466626407337,146.31878556043995,0.0032495667244367,0.6448680566262338,0.2294707894325256,1.0,1.0,530.1945407279029,27.459060435491963,530.1945407279029,60.43466626407337,1.9172592470460692,0.2484437326326888,-0.0356108994138374,1.0,0.0023830155979202,2.5,3.401379226926201,1.0,-3.2034265038149176e-16,225.64249350086652,52.03703703703704,0.0,1.0,2.636363636363636,0.5031125347346223,0.5003049636709328,4.830194576912002,0.0027612604739332,0.5006173932452412,1.0,0.0023830155979202,1.0,0.7704098233568933,0.653730844879729,2.3799826564910203,1.6666666666666667,1.0,0.3206983306681621
9002362450,162.77015232871733,194.64051237519092,0.0004614035897199,0.6261084739058198,0.1553453505039215,1.0,1.0,611.1376828311725,47.29693436154187,611.1376828311725,162.77015232871733,1.3002637211967287,0.2499715619460227,-0.6721809998514108,1.0,0.0007843861025238,3.0,2.5242075636182824,1.0,-3.2034265038149176e-16,150.1397706824159,16.818181818181817,0.0,1.0,2.9411764705882355,0.5000568761079545,0.5567409547593514,4.816552817014145,0.0019920475377645,0.3292572411819811,1.0,0.0004152632307479,1.0,0.8478134803460495,0.6280405653527299,2.4441889907474508,4.0,1.0,0.2336719493153025
S08238287,2256.136600780381,1095.2864447930992,0.0007472337979594,0.6517363982033456,0.2318673282861709,1.0,3.492551645358015e-06,668.1891076304066,55.97320787662612,2672.7417876131626,564.1519273201562,1.7348328056690328,0.2489544137349206,-0.5051823956260121,1.0,0.0002873976145997,3.8,1.51266893706634,3.999133385232121,-3.2034265038149176e-16,158.78480744359825,28.25,0.0961913091954099,1.0,2.5,0.5020911725301588,0.6388953235237508,4.591388156577874,0.000434697847327,0.237097607728465,1.0,0.0004310964218996,0.999422434076558,0.8960975812262066,0.6491451865814528,2.408718876298769,6.166666666666667,0.2500107774105475,0.2386363639886681
9001550010,1143.67601441119,1937.5557388053585,0.0009880028228652,0.6426321504295711,0.6278914213180542,45.04255319148936,0.283371544629709,2494.200221796552,64.5600495662759,2491.523822966025,1166.4748281827235,4.3951479420087125,0.2496988361768632,-0.2804628893061905,10.48936170212766,0.0009476761770339,2.604651162790698,2.213135225368604,3.868871137859624,0.0173033458784143,156.54518096582316,182.04301075268816,21.15884817255162,0.2950740549880283,2.0851063829787235,0.5006023276462735,0.5000054009408865,4.46002452579238,0.0013275631272028,0.4943173963723314,0.2950740548785651,0.0011089827603589,0.9166518658648656,0.7630333370035506,0.6375144765272444,2.44115279163773,19.05263157894737,0.2533269482810767,0.3977192487698853
